Category,Price,Rating,Stock,Discount,Final_Price,Price_Category,Rating_Label
Home & Garden,9326.0,3.05,Out of Stock,3.0,9046.22,Luxury,Good
Sports,8619.0,3.24,In Stock,34.0,5688.54,Luxury,Good
Sports,6259.0,3.24,Out of Stock,25.0,4694.25,Premium,Good
Home & Garden,134.0,2.31,Out of Stock,45.0,73.7,Budget,Average
Electronics,7914.0,3.03,In Stock,2.0,7755.72,Luxury,Good
Sports,9463.0,3.24,In Stock,26.0,7002.62,Luxury,Good
Sports,9295.0,3.24,In Stock,26.0,6878.3,Luxury,Good
Electronics,2838.0,3.03,Out of Stock,25.0,2128.5,Mid-Range,Good
Home & Garden,6490.0,3.05,In Stock,10.0,5841.0,Premium,Good
Sports,4356.0,3.24,In Stock,38.0,2700.72,Mid-Range,Good
Home & Garden,1307.0,3.05,In Stock,30.0,914.9,Budget,Good
Home & Garden,7467.0,4.2,In Stock,48.0,3882.84,Premium,Excellent
Home & Garden,5883.0,3.54,Out of Stock,6.0,5530.02,Premium,Good
Electronics,1411.0,2.28,In Stock,9.0,1284.01,Budget,Average
Clothing,9911.0,3.25,In Stock,3.0,9613.67,Luxury,Good
Electronics,2969.0,1.02,In Stock,23.0,2286.13,Mid-Range,Poor
Clothing,2896.0,3.25,In Stock,8.0,2664.32,Mid-Range,Good
Home & Garden,604.0,3.05,Out of Stock,22.0,471.12,Budget,Good
Sports,323.0,4.16,In Stock,0.0,323.0,Budget,Excellent
Home & Garden,1057.0,3.05,Out of Stock,17.0,877.31,Budget,Good
Home & Garden,3965.0,1.03,In Stock,22.0,3092.7,Mid-Range,Poor
Home & Garden,1577.0,3.05,In Stock,14.0,1356.22,Budget,Good
Sports,8808.0,2.54,Out of Stock,13.0,7662.96,Luxury,Average
Home & Garden,2040.0,3.15,In Stock,24.0,1550.4,Budget,Good
Home & Garden,4737.0,3.05,In Stock,24.0,3600.12,Mid-Range,Good
Home & Garden,5750.0,4.5,In Stock,13.0,5002.5,Premium,Excellent
Home & Garden,1568.0,4.11,In Stock,48.0,815.36,Budget,Excellent
Clothing,8260.0,1.29,Out of Stock,16.0,6938.4,Luxury,Poor
Home & Garden,6212.0,3.05,In Stock,10.0,5590.8,Premium,Good
Home & Garden,2186.0,3.05,Out of Stock,22.0,1705.08,Budget,Good
Home & Garden,6944.0,3.05,In Stock,38.0,4305.28,Premium,Good
Electronics,5343.0,3.03,In Stock,20.0,4274.4,Premium,Good
Home & Garden,8683.0,3.05,In Stock,39.0,5296.63,Luxury,Good
Home & Garden,4509.0,2.95,In Stock,37.0,2840.67,Mid-Range,Average
Home & Garden,9631.0,1.11,In Stock,23.0,7415.87,Luxury,Poor
Clothing,5904.0,4.42,Out of Stock,31.0,4073.76,Premium,Excellent
Home & Garden,6639.0,4.53,In Stock,33.0,4448.13,Premium,Excellent
Home & Garden,997.0,4.44,In Stock,37.0,628.11,Budget,Excellent
Home & Garden,387.0,3.63,In Stock,17.0,321.21,Budget,Good
Home & Garden,7000.0,4.69,In Stock,8.0,6440.0,Premium,Excellent
Home & Garden,7579.0,3.05,Out of Stock,20.0,6063.2,Luxury,Good
Home & Garden,750.0,3.05,Out of Stock,33.0,502.5,Budget,Good
Home & Garden,8024.0,2.51,In Stock,12.0,7061.12,Luxury,Average
Home & Garden,3187.0,4.32,In Stock,20.0,2549.6,Mid-Range,Excellent
Electronics,3770.0,3.03,In Stock,38.0,2337.4,Mid-Range,Good
Home & Garden,5774.0,4.42,In Stock,7.0,5369.82,Premium,Excellent
Home & Garden,6617.0,3.61,In Stock,13.0,5756.79,Premium,Good
Home & Garden,1249.0,3.05,In Stock,10.0,1124.1,Budget,Good
Electronics,3986.0,3.03,Out of Stock,26.0,2949.64,Mid-Range,Good
Home & Garden,2066.0,3.05,Out of Stock,42.0,1198.28,Budget,Good
Clothing,7274.0,1.91,In Stock,7.0,6764.82,Premium,Poor
Home & Garden,4101.0,3.05,In Stock,12.0,3608.88,Mid-Range,Good
Home & Garden,9418.0,3.94,In Stock,9.0,8570.38,Luxury,Good
Home & Garden,7715.0,3.05,In Stock,41.0,4551.85,Luxury,Good
Home & Garden,665.0,3.05,In Stock,22.0,518.7,Budget,Good
Home & Garden,4962.0,4.73,Out of Stock,42.0,2877.96,Mid-Range,Excellent
Electronics,8604.0,3.66,Out of Stock,48.0,4474.08,Luxury,Good
Clothing,9122.0,3.59,In Stock,45.0,5017.1,Luxury,Good
Home & Garden,7335.0,4.97,In Stock,28.0,5281.2,Premium,Excellent
Electronics,6286.0,4.32,In Stock,21.0,4965.94,Premium,Excellent
Home & Garden,4815.0,3.05,Out of Stock,24.0,3659.4,Mid-Range,Good
Clothing,4242.0,1.24,Out of Stock,23.0,3266.34,Mid-Range,Poor
Home & Garden,9513.0,3.05,In Stock,37.0,5993.19,Luxury,Good
Home & Garden,1558.0,2.13,In Stock,34.0,1028.28,Budget,Average
Home & Garden,7381.0,3.05,Out of Stock,31.0,5092.89,Premium,Good
Home & Garden,972.0,4.58,In Stock,24.0,738.72,Budget,Excellent
Sports,5051.0,1.44,Out of Stock,26.0,3737.74,Premium,Poor
Clothing,3003.0,2.72,Out of Stock,7.0,2792.79,Mid-Range,Average
Home & Garden,778.0,2.18,In Stock,45.0,427.9,Budget,Average
Clothing,9470.0,3.25,Out of Stock,1.0,9375.3,Luxury,Good
Electronics,3534.0,3.03,In Stock,26.0,2615.16,Mid-Range,Good
Home & Garden,1535.0,4.64,Out of Stock,7.0,1427.55,Budget,Excellent
Home & Garden,968.0,3.05,In Stock,24.0,735.68,Budget,Good
Sports,3284.0,3.24,In Stock,26.0,2430.16,Mid-Range,Good
Clothing,5693.0,3.25,In Stock,14.0,4895.98,Premium,Good
Sports,7759.0,3.07,Out of Stock,39.0,4732.99,Luxury,Good
Electronics,2562.0,1.15,In Stock,35.0,1665.3,Mid-Range,Poor
Sports,644.0,3.24,Out of Stock,47.0,341.32,Budget,Good
Home & Garden,5212.0,2.11,Out of Stock,42.0,3022.96,Premium,Average
Clothing,7416.0,3.17,In Stock,34.0,4894.56,Premium,Good
Sports,3690.0,3.24,In Stock,4.0,3542.4,Mid-Range,Good
Clothing,9095.0,3.25,In Stock,18.0,7457.9,Luxury,Good
Home & Garden,6510.0,4.31,In Stock,7.0,6054.3,Premium,Excellent
Home & Garden,6262.0,3.05,In Stock,11.0,5573.18,Premium,Good
Home & Garden,9639.0,3.05,In Stock,36.0,6168.96,Luxury,Good
Home & Garden,3471.0,3.05,In Stock,20.0,2776.8,Mid-Range,Good
Home & Garden,4587.0,2.71,Out of Stock,11.0,4082.43,Mid-Range,Average
Home & Garden,3620.0,3.05,In Stock,24.0,2751.2,Mid-Range,Good
Home & Garden,5633.0,3.05,In Stock,45.0,3098.15,Premium,Good
Home & Garden,5857.0,2.67,In Stock,7.0,5447.01,Premium,Average
Home & Garden,357.0,1.48,In Stock,21.0,282.03,Budget,Poor
Home & Garden,3215.0,1.08,Out of Stock,31.0,2218.35,Mid-Range,Poor
Home & Garden,339.0,3.39,In Stock,24.0,257.64,Budget,Good
Home & Garden,7515.0,3.05,In Stock,1.0,7439.85,Luxury,Good
Home & Garden,7409.0,3.05,Out of Stock,23.0,5704.93,Premium,Good
Sports,9154.0,4.27,Out of Stock,26.0,6773.96,Luxury,Excellent
Home & Garden,8447.0,3.05,In Stock,34.0,5575.02,Luxury,Good
Home & Garden,5141.0,3.05,In Stock,24.0,3907.16,Premium,Good
Electronics,4154.0,3.03,In Stock,48.0,2160.08,Mid-Range,Good
Home & Garden,3272.0,3.27,In Stock,46.0,1766.88,Mid-Range,Good
Home & Garden,8292.0,3.74,Out of Stock,24.0,6301.92,Luxury,Good
Home & Garden,124.0,3.05,In Stock,11.0,110.36,Budget,Good
Home & Garden,423.0,2.11,In Stock,7.0,393.39,Budget,Average
Home & Garden,162.0,3.05,In Stock,36.0,103.68,Budget,Good
Home & Garden,3516.0,3.05,In Stock,10.0,3164.4,Mid-Range,Good
Electronics,3772.0,3.03,In Stock,19.0,3055.32,Mid-Range,Good
Home & Garden,1493.0,3.56,Out of Stock,18.0,1224.26,Budget,Good
Sports,8222.0,3.24,Out of Stock,45.0,4522.1,Luxury,Good
Sports,2511.0,3.63,In Stock,33.0,1682.37,Mid-Range,Good
Home & Garden,9439.0,2.65,In Stock,2.0,9250.22,Luxury,Average
Home & Garden,9713.0,4.25,Out of Stock,46.0,5245.02,Luxury,Excellent
Home & Garden,4962.0,3.49,In Stock,32.0,3374.16,Mid-Range,Good
Home & Garden,6953.0,2.54,In Stock,48.0,3615.56,Premium,Average
Home & Garden,3564.0,3.05,Out of Stock,47.0,1888.92,Mid-Range,Good
Home & Garden,9035.0,4.64,In Stock,18.0,7408.7,Luxury,Excellent
Home & Garden,8551.0,3.05,In Stock,20.0,6840.8,Luxury,Good
Home & Garden,3600.0,3.05,In Stock,6.0,3384.0,Mid-Range,Good
Home & Garden,6315.0,3.05,Out of Stock,24.0,4799.4,Premium,Good
Home & Garden,1089.0,2.45,In Stock,6.0,1023.66,Budget,Average
Home & Garden,2903.0,3.05,In Stock,15.0,2467.55,Mid-Range,Good
Home & Garden,5245.0,1.15,In Stock,26.0,3881.3,Premium,Poor
Sports,789.0,3.24,Out of Stock,35.0,512.85,Budget,Good
Home & Garden,7352.0,4.39,Out of Stock,6.0,6910.88,Premium,Excellent
Sports,6744.0,3.24,In Stock,39.0,4113.84,Premium,Good
Home & Garden,8673.0,3.05,Out of Stock,7.0,8065.89,Luxury,Good
Home & Garden,9147.0,4.77,In Stock,17.0,7592.01,Luxury,Excellent
Sports,1669.0,2.11,Out of Stock,46.0,901.26,Budget,Average
Home & Garden,1307.0,3.05,Out of Stock,19.0,1058.67,Budget,Good
Clothing,2763.0,3.29,In Stock,24.5,2086.06,Mid-Range,Good
Sports,5669.0,3.24,In Stock,2.0,5555.62,Premium,Good
Home & Garden,6470.0,3.05,Out of Stock,47.0,3429.1,Premium,Good
Clothing,5499.0,2.95,In Stock,27.0,4014.27,Premium,Average
Home & Garden,5266.0,3.05,In Stock,44.0,2948.96,Premium,Good
Home & Garden,5218.0,3.05,Out of Stock,30.0,3652.6,Premium,Good
Home & Garden,9776.0,4.1,In Stock,13.0,8505.12,Luxury,Excellent
Home & Garden,4936.0,3.39,In Stock,32.0,3356.48,Mid-Range,Good
Home & Garden,9918.0,3.05,In Stock,24.0,7537.68,Luxury,Good
Electronics,4745.0,4.07,In Stock,10.0,4270.5,Mid-Range,Excellent
Clothing,8340.0,2.96,Out of Stock,33.0,5587.8,Luxury,Average
Sports,6886.0,3.24,Out of Stock,19.0,5577.66,Premium,Good
Home & Garden,4811.0,3.05,Out of Stock,22.0,3752.58,Mid-Range,Good
Sports,2660.0,3.24,In Stock,5.0,2527.0,Mid-Range,Good
Home & Garden,5040.0,3.05,Out of Stock,16.0,4233.6,Premium,Good
Home & Garden,8937.0,3.17,In Stock,24.0,6792.12,Luxury,Good
Home & Garden,7171.0,3.56,In Stock,31.0,4947.99,Premium,Good
Home & Garden,2637.0,3.05,In Stock,13.0,2294.19,Mid-Range,Good
Home & Garden,2977.0,4.89,In Stock,23.0,2292.29,Mid-Range,Excellent
Home & Garden,4962.0,3.05,In Stock,46.0,2679.48,Mid-Range,Good
Home & Garden,7299.0,1.18,In Stock,3.0,7080.03,Premium,Poor
Home & Garden,5654.0,3.05,In Stock,27.0,4127.42,Premium,Good
Clothing,7843.0,4.76,Out of Stock,0.0,7843.0,Luxury,Excellent
Home & Garden,193.0,3.48,Out of Stock,27.0,140.89,Budget,Good
Home & Garden,5756.0,3.05,In Stock,11.0,5122.84,Premium,Good
Home & Garden,4765.0,3.05,In Stock,37.0,3001.95,Mid-Range,Good
Home & Garden,1175.0,3.02,Out of Stock,5.0,1116.25,Budget,Good
Home & Garden,2061.0,1.49,In Stock,7.0,1916.73,Budget,Poor
Home & Garden,5123.0,4.93,In Stock,20.0,4098.4,Premium,Excellent
Clothing,2045.0,3.25,In Stock,1.0,2024.55,Budget,Good
Home & Garden,4862.0,2.38,Out of Stock,29.0,3452.02,Mid-Range,Average
Clothing,9178.0,4.99,In Stock,41.0,5415.02,Luxury,Excellent
Home & Garden,4962.0,3.75,Out of Stock,22.0,3870.36,Mid-Range,Good
Home & Garden,3237.0,3.05,Out of Stock,40.0,1942.2,Mid-Range,Good
Home & Garden,4033.0,1.64,In Stock,6.0,3791.02,Mid-Range,Poor
Home & Garden,6217.0,3.05,In Stock,42.0,3605.86,Premium,Good
Home & Garden,1958.0,4.69,Out of Stock,46.0,1057.32,Budget,Excellent
Home & Garden,7051.0,3.05,In Stock,13.0,6134.37,Premium,Good
Home & Garden,8541.0,4.58,In Stock,24.0,6491.16,Luxury,Excellent
Home & Garden,1317.0,3.05,In Stock,20.0,1053.6,Budget,Good
Home & Garden,9240.0,2.64,In Stock,40.0,5544.0,Luxury,Average
Home & Garden,810.0,3.25,In Stock,45.0,445.5,Budget,Good
Home & Garden,7041.0,3.05,In Stock,36.0,4506.24,Premium,Good
Home & Garden,7973.0,3.97,Out of Stock,13.0,6936.51,Luxury,Good
Home & Garden,6433.0,1.6,In Stock,12.0,5661.04,Premium,Poor
Home & Garden,6966.0,3.05,In Stock,43.0,3970.62,Premium,Good
Home & Garden,8449.0,2.66,In Stock,39.0,5153.89,Luxury,Average
Clothing,6387.0,4.81,In Stock,33.0,4279.29,Premium,Excellent
Clothing,7038.0,3.76,Out of Stock,41.0,4152.42,Premium,Good
Sports,3418.0,3.24,In Stock,16.0,2871.12,Mid-Range,Good
Home & Garden,4871.0,3.05,In Stock,28.0,3507.12,Mid-Range,Good
Sports,251.0,3.24,In Stock,3.0,243.47,Budget,Good
Home & Garden,7418.0,3.05,In Stock,43.0,4228.26,Premium,Good
Electronics,1986.0,2.41,In Stock,17.0,1648.38,Budget,Average
Clothing,1202.0,3.25,Out of Stock,39.0,733.22,Budget,Good
Home & Garden,5946.0,3.05,Out of Stock,24.0,4518.96,Premium,Good
Home & Garden,6096.0,3.18,Out of Stock,14.0,5242.56,Premium,Good
Home & Garden,4962.0,3.13,Out of Stock,45.0,2729.1,Mid-Range,Good
Home & Garden,5138.0,1.58,Out of Stock,17.0,4264.54,Premium,Poor
Home & Garden,7403.0,4.4,In Stock,22.0,5774.34,Premium,Excellent
Home & Garden,9818.0,3.05,In Stock,7.0,9130.74,Luxury,Good
Home & Garden,3848.0,3.05,In Stock,24.0,2924.48,Mid-Range,Good
Home & Garden,9984.0,3.05,In Stock,0.0,9984.0,Luxury,Good
Home & Garden,632.0,2.24,In Stock,12.0,556.16,Budget,Average
Home & Garden,8098.0,3.05,Out of Stock,22.0,6316.44,Luxury,Good
Electronics,2408.0,2.9,In Stock,44.0,1348.48,Budget,Average
Clothing,5574.0,3.25,In Stock,21.0,4403.46,Premium,Good
Home & Garden,8547.0,1.91,Out of Stock,31.0,5897.43,Luxury,Poor
Home & Garden,2133.0,3.05,In Stock,24.0,1621.08,Budget,Good
Home & Garden,3044.0,3.05,Out of Stock,29.0,2161.24,Mid-Range,Good
Home & Garden,2501.0,2.65,Out of Stock,22.0,1950.78,Mid-Range,Average
Home & Garden,2523.0,3.05,In Stock,40.0,1513.8,Mid-Range,Good
Home & Garden,8454.0,2.13,In Stock,36.0,5410.56,Luxury,Average
Sports,4298.0,3.56,In Stock,40.0,2578.8,Mid-Range,Good
Home & Garden,2003.0,3.05,In Stock,3.0,1942.91,Budget,Good
Home & Garden,3757.0,3.05,In Stock,25.0,2817.75,Mid-Range,Good
Home & Garden,5397.0,3.05,In Stock,25.0,4047.75,Premium,Good
Home & Garden,5153.0,3.05,In Stock,9.0,4689.23,Premium,Good
Home & Garden,790.0,4.67,In Stock,24.0,600.4,Budget,Excellent
Home & Garden,3137.0,4.98,In Stock,39.0,1913.57,Mid-Range,Excellent
Home & Garden,7241.0,3.05,In Stock,46.0,3910.14,Premium,Good
Home & Garden,6029.0,3.05,In Stock,28.0,4340.88,Premium,Good
Home & Garden,540.0,1.15,In Stock,5.0,513.0,Budget,Poor
Home & Garden,628.0,3.3,In Stock,28.0,452.16,Budget,Good
Home & Garden,6620.0,1.88,In Stock,19.0,5362.2,Premium,Poor
Home & Garden,3258.0,3.05,Out of Stock,24.0,2476.08,Mid-Range,Good
Home & Garden,8648.0,1.17,Out of Stock,26.0,6399.52,Luxury,Poor
Home & Garden,787.0,3.13,Out of Stock,24.0,598.12,Budget,Good
Home & Garden,3734.0,3.58,Out of Stock,18.0,3061.88,Mid-Range,Good
Home & Garden,8483.0,4.6,Out of Stock,0.0,8483.0,Luxury,Excellent
Home & Garden,6472.0,3.2,Out of Stock,15.0,5501.2,Premium,Good
Clothing,4642.0,3.25,Out of Stock,26.0,3435.08,Mid-Range,Good
Clothing,8642.0,4.0,Out of Stock,48.0,4493.84,Luxury,Good
Sports,255.0,3.15,In Stock,33.0,170.85,Budget,Good
Home & Garden,9520.0,1.98,In Stock,44.0,5331.2,Luxury,Poor
Home & Garden,1127.0,2.87,In Stock,11.0,1003.03,Budget,Average
Home & Garden,3940.0,3.05,In Stock,10.0,3546.0,Mid-Range,Good
Home & Garden,829.0,3.05,In Stock,42.0,480.82,Budget,Good
Home & Garden,9349.0,3.65,Out of Stock,15.0,7946.65,Luxury,Good
Home & Garden,8679.0,4.71,In Stock,24.0,6596.04,Luxury,Excellent
Electronics,7766.0,3.03,In Stock,17.0,6445.78,Luxury,Good
Home & Garden,8394.0,3.05,Out of Stock,34.0,5540.04,Luxury,Good
Home & Garden,891.0,3.05,In Stock,31.0,614.79,Budget,Good
Home & Garden,5512.0,4.99,In Stock,29.0,3913.52,Premium,Excellent
Home & Garden,7485.0,4.39,In Stock,30.0,5239.5,Premium,Excellent
Home & Garden,5587.0,3.05,In Stock,44.0,3128.72,Premium,Good
Clothing,8643.0,1.73,Out of Stock,12.0,7605.84,Luxury,Poor
Home & Garden,9140.0,3.05,Out of Stock,44.0,5118.4,Luxury,Good
Home & Garden,157.0,3.05,Out of Stock,24.0,119.32,Budget,Good
Electronics,7902.0,3.03,Out of Stock,24.0,6005.52,Luxury,Good
Home & Garden,8698.0,4.31,In Stock,5.0,8263.1,Luxury,Excellent
Electronics,1316.0,3.08,Out of Stock,24.0,1000.16,Budget,Good
Clothing,186.0,1.45,In Stock,16.0,156.24,Budget,Poor
Home & Garden,5003.0,3.81,In Stock,30.0,3502.1,Premium,Good
Clothing,1328.0,1.19,In Stock,44.0,743.68,Budget,Poor
Home & Garden,8314.0,3.05,In Stock,11.0,7399.46,Luxury,Good
Electronics,4477.0,3.03,Out of Stock,12.0,3939.76,Mid-Range,Good
Home & Garden,8311.0,3.05,In Stock,28.0,5983.92,Luxury,Good
Home & Garden,6426.0,3.05,In Stock,18.0,5269.32,Premium,Good
Clothing,9362.0,1.31,In Stock,13.0,8144.94,Luxury,Poor
Home & Garden,1718.0,2.69,In Stock,7.0,1597.74,Budget,Average
Clothing,6379.0,3.25,In Stock,32.0,4337.72,Premium,Good
Home & Garden,6928.0,2.33,In Stock,24.0,5265.28,Premium,Average
Home & Garden,4404.0,1.49,Out of Stock,24.0,3347.04,Mid-Range,Poor
Electronics,8071.0,3.03,In Stock,12.0,7102.48,Luxury,Good
Home & Garden,523.0,3.79,Out of Stock,15.0,444.55,Budget,Good
Home & Garden,4064.0,3.13,Out of Stock,2.0,3982.72,Mid-Range,Good
Home & Garden,2867.0,3.05,In Stock,44.0,1605.52,Mid-Range,Good
Home & Garden,3604.0,3.05,In Stock,7.0,3351.72,Mid-Range,Good
Clothing,8525.0,4.44,In Stock,35.0,5541.25,Luxury,Excellent
Home & Garden,7305.0,3.05,In Stock,17.0,6063.15,Premium,Good
Home & Garden,8099.0,3.05,In Stock,10.0,7289.1,Luxury,Good
Home & Garden,4926.0,3.05,Out of Stock,42.0,2857.08,Mid-Range,Good
Sports,5031.0,3.24,In Stock,38.0,3119.22,Premium,Good
Home & Garden,7750.0,2.17,Out of Stock,36.0,4960.0,Luxury,Average
Home & Garden,3545.0,2.62,Out of Stock,24.0,2694.2,Mid-Range,Average
Home & Garden,4679.0,3.05,Out of Stock,7.0,4351.47,Mid-Range,Good
Sports,4053.0,3.24,In Stock,26.0,2999.22,Mid-Range,Good
Home & Garden,6566.0,3.05,Out of Stock,24.0,4990.16,Premium,Good
Home & Garden,667.0,3.05,In Stock,37.0,420.21,Budget,Good
Sports,6477.0,3.28,Out of Stock,26.0,4792.98,Premium,Good
Electronics,1022.0,4.99,In Stock,30.0,715.4,Budget,Excellent
Sports,4048.0,3.52,In Stock,10.0,3643.2,Mid-Range,Good
Home & Garden,2033.0,3.05,In Stock,26.0,1504.42,Budget,Good
Sports,5436.0,3.24,In Stock,25.0,4077.0,Premium,Good
Electronics,1914.0,3.03,In Stock,9.0,1741.74,Budget,Good
Home & Garden,1983.0,3.05,In Stock,24.0,1507.08,Budget,Good
Clothing,4862.0,3.25,Out of Stock,6.0,4570.28,Mid-Range,Good
Home & Garden,784.0,3.05,In Stock,42.0,454.72,Budget,Good
Home & Garden,7596.0,3.05,In Stock,4.0,7292.16,Luxury,Good
Clothing,8613.0,3.25,In Stock,18.0,7062.66,Luxury,Good
Electronics,1789.0,4.81,In Stock,38.0,1109.18,Budget,Excellent
Home & Garden,2410.0,3.02,Out of Stock,3.0,2337.7,Budget,Good
Electronics,7596.0,2.8,In Stock,10.0,6836.4,Luxury,Average
Home & Garden,5620.0,3.05,Out of Stock,38.0,3484.4,Premium,Good
Clothing,2564.0,1.07,Out of Stock,0.0,2564.0,Mid-Range,Poor
Home & Garden,8821.0,3.05,Out of Stock,17.0,7321.43,Luxury,Good
Home & Garden,1934.0,2.01,In Stock,8.0,1779.28,Budget,Average
Electronics,7615.0,3.34,In Stock,32.0,5178.2,Luxury,Good
Clothing,3614.0,2.79,In Stock,24.5,2728.57,Mid-Range,Average
Home & Garden,1151.0,3.05,Out of Stock,24.0,874.76,Budget,Good
Home & Garden,8806.0,3.08,In Stock,11.0,7837.34,Luxury,Good
Home & Garden,6325.0,3.48,Out of Stock,18.0,5186.5,Premium,Good
Home & Garden,9001.0,1.84,In Stock,5.0,8550.95,Luxury,Poor
Home & Garden,3384.0,3.05,Out of Stock,26.0,2504.16,Mid-Range,Good
Home & Garden,9011.0,3.05,In Stock,35.0,5857.15,Luxury,Good
Sports,3197.0,3.24,In Stock,22.0,2493.66,Mid-Range,Good
Electronics,212.0,3.03,Out of Stock,37.0,133.56,Budget,Good
Home & Garden,6599.0,3.05,In Stock,45.0,3629.45,Premium,Good
Home & Garden,1656.0,3.05,Out of Stock,47.0,877.68,Budget,Good
Clothing,4367.0,3.25,In Stock,35.0,2838.55,Mid-Range,Good
Home & Garden,4962.0,3.69,In Stock,46.0,2679.48,Mid-Range,Good
Sports,5031.0,4.01,Out of Stock,15.0,4276.35,Premium,Excellent
Home & Garden,4743.0,3.05,In Stock,19.0,3841.83,Mid-Range,Good
Home & Garden,3314.0,3.05,Out of Stock,41.0,1955.26,Mid-Range,Good
Home & Garden,7324.0,3.99,In Stock,2.0,7177.52,Premium,Good
Home & Garden,7630.0,3.05,In Stock,20.0,6104.0,Luxury,Good
Home & Garden,6558.0,3.05,In Stock,13.0,5705.46,Premium,Good
Home & Garden,6258.0,4.4,In Stock,16.0,5256.72,Premium,Excellent
Home & Garden,3114.0,3.05,In Stock,28.0,2242.08,Mid-Range,Good
Electronics,223.0,3.03,In Stock,23.0,171.71,Budget,Good
Home & Garden,7538.0,3.05,In Stock,7.0,7010.34,Luxury,Good
Home & Garden,5604.0,4.54,In Stock,2.0,5491.92,Premium,Excellent
Home & Garden,5423.0,4.18,Out of Stock,24.0,4121.48,Premium,Excellent
Home & Garden,4962.0,1.39,In Stock,1.0,4912.38,Mid-Range,Poor
Clothing,1666.0,4.5,In Stock,23.0,1282.82,Budget,Excellent
Home & Garden,4962.0,3.28,In Stock,41.0,2927.58,Mid-Range,Good
Sports,8133.0,2.95,In Stock,47.0,4310.49,Luxury,Average
Electronics,2173.0,1.48,In Stock,32.0,1477.64,Budget,Poor
Clothing,3343.0,3.25,In Stock,38.0,2072.66,Mid-Range,Good
Home & Garden,5738.0,3.05,Out of Stock,38.0,3557.56,Premium,Good
Home & Garden,2347.0,4.46,Out of Stock,28.0,1689.84,Budget,Excellent
Home & Garden,545.0,3.23,In Stock,24.0,414.2,Budget,Good
Home & Garden,5000.0,3.05,In Stock,34.0,3300.0,Mid-Range,Good
Home & Garden,9431.0,3.05,In Stock,44.0,5281.36,Luxury,Good
Home & Garden,2751.0,3.05,In Stock,15.0,2338.35,Mid-Range,Good
Home & Garden,4986.0,3.05,Out of Stock,34.0,3290.76,Mid-Range,Good
Home & Garden,8384.0,3.05,Out of Stock,24.0,6371.84,Luxury,Good
Home & Garden,7136.0,3.5,In Stock,22.0,5566.08,Premium,Good
Home & Garden,4377.0,3.05,In Stock,2.0,4289.46,Mid-Range,Good
Home & Garden,3579.0,3.83,In Stock,39.0,2183.19,Mid-Range,Good
Home & Garden,2268.0,3.05,In Stock,28.0,1632.96,Budget,Good
Electronics,9790.0,1.25,In Stock,31.0,6755.1,Luxury,Poor
Home & Garden,4791.0,3.05,In Stock,42.0,2778.78,Mid-Range,Good
Home & Garden,5484.0,3.05,Out of Stock,6.0,5154.96,Premium,Good
Home & Garden,2675.0,3.05,In Stock,46.0,1444.5,Mid-Range,Good
Home & Garden,9067.0,3.05,In Stock,2.0,8885.66,Luxury,Good
Home & Garden,9933.0,3.05,In Stock,36.0,6357.12,Luxury,Good
Home & Garden,9223.0,3.05,Out of Stock,43.0,5257.11,Luxury,Good
Home & Garden,238.0,3.05,Out of Stock,9.0,216.58,Budget,Good
Sports,5031.0,3.24,Out of Stock,15.0,4276.35,Premium,Good
Home & Garden,7192.0,3.39,In Stock,4.0,6904.32,Premium,Good
Electronics,4745.0,3.03,In Stock,37.0,2989.35,Mid-Range,Good
Electronics,3108.0,3.03,Out of Stock,26.0,2299.92,Mid-Range,Good
Home & Garden,1235.0,1.63,In Stock,19.0,1000.35,Budget,Poor
Home & Garden,9074.0,3.05,In Stock,39.0,5535.14,Luxury,Good
Home & Garden,759.0,1.05,In Stock,5.0,721.05,Budget,Poor
Home & Garden,6328.0,3.05,In Stock,20.0,5062.4,Premium,Good
Home & Garden,3071.0,3.05,In Stock,46.0,1658.34,Mid-Range,Good
Home & Garden,7957.0,1.18,In Stock,7.0,7400.01,Luxury,Poor
Home & Garden,6256.0,3.05,Out of Stock,24.0,4754.56,Premium,Good
Home & Garden,9058.0,3.05,In Stock,15.0,7699.3,Luxury,Good
Home & Garden,5053.0,1.74,In Stock,28.0,3638.16,Premium,Poor
Electronics,3153.0,4.48,In Stock,37.0,1986.39,Mid-Range,Excellent
Home & Garden,5735.0,3.05,In Stock,34.0,3785.1,Premium,Good
Clothing,8453.0,3.25,In Stock,15.0,7185.05,Luxury,Good
Home & Garden,7869.0,1.91,In Stock,40.0,4721.4,Luxury,Poor
Home & Garden,1014.0,3.05,Out of Stock,20.0,811.2,Budget,Good
Clothing,4660.0,3.25,In Stock,7.0,4333.8,Mid-Range,Good
Home & Garden,7231.0,1.42,In Stock,10.0,6507.9,Premium,Poor
Home & Garden,6575.0,2.45,In Stock,16.0,5523.0,Premium,Average
